Category,Variable,Measure,Value,Group
pop,1352817,1-4,6032410,Urban
case of NMSC in 2015,0,1-4,3.016205,Urban
pop,1851490,1-4,7766990,Urban
case of NMSC in 2016,4.073278,1-4,3.106796,Urban
pop,2253504,1-4,9354770,Urban
case of NMSC in 2017,0.9014016,1-4,12.161201,Urban
pop,2408681,1-4,10546850,Urban
case of NMSC in 2018,1.9269448,1-4,9.492165,Urban
Incident of NMSC in 2005,0,5-9,0,Urban
Incident of NMSC in 2006,0,5-9,0.06,Urban
Incident of NMSC in 2007,0,5-9,0.06,Urban
Incident of NMSC in 2008,0.31,5-9,0,Urban
Incident of NMSC in 2009,0.26,5-9,0.05,Urban
Incident of NMSC in 2010,0,5-9,0.03,Urban
Incident of NMSC in 2011,0,5-9,0.08,Urban
Incident of NMSC in 2012,0.24,5-9,0.1,Urban
Incident of NMSC in 2013,0.11,5-9,0.07,Urban
Incident of NMSC in 2014,0,5-9,0.05,Urban
Incident of NMSC in 2015,0,5-9,0.06,Urban
Incident of NMSC in 2016,0.22,5-9,0.08,Urban
Incident of NMSC in 2017,0.04,5-9,0.06,Urban
Incident of NMSC in 2018,0.08,5-9,0.05,Urban
Incident of NMSC in 2018,0-,5-9,5-9,Urban
pop,196647,5-9,1595741,Urban
case of NMSC in 2005,0,5-9,0,Urban
pop,246212,5-9,1769989,Urban
case of NMSC in 2006,0,5-9,1.0619934,Urban
pop,256582,5-9,1602218,Urban
case of NMSC in 2007,0,5-9,0.9613308,Urban
pop,320424,5-9,1839133,Urban
case of NMSC in 2008,0.9933144,5-9,0,Urban
pop,384131,5-9,2109210,Urban
case of NMSC in 2009,0.9987406,5-9,1.054605,Urban
pop,595402,5-9,3255545,Urban
case of NMSC in 2010,0,5-9,0.9766635,Urban
pop,688959,5-9,3574164,Urban
case of NMSC in 2011,0,5-9,2.8593312,Urban
pop,841767,5-9,3857440,Urban
case of NMSC in 2012,2.0202408,5-9,3.85744,Urban
pop,923346,5-9,4570482,Urban
case of NMSC in 2013,1.0156806,5-9,3.1993374,Urban
pop,1275248,5-9,6113824,Urban
case of NMSC in 2014,0,5-9,3.056912,Urban
pop,1352817,5-9,6753253,Urban
case of NMSC in 2015,0,5-9,4.0519518,Urban
pop,1851490,5-9,9047144,Urban
case of NMSC in 2016,4.073278,5-9,7.2377152,Urban
pop,2253504,5-9,10924785,Urban
case of NMSC in 2017,0.9014016,5-9,6.554871,Urban
pop,2408681,5-9,12070648,Urban
case of NMSC in 2018,1.9269448,5-9,6.035324,Urban
Incident of NMSC in 2005,0,10-14,0.05,Urban
Incident of NMSC in 2006,0,10-14,0.13,Urban
Incident of NMSC in 2007,0,10-14,0.14,Urban
Incident of NMSC in 2008,0.31,10-14,0.08,Urban
Incident of NMSC in 2009,0.26,10-14,0.11,Urban
Incident of NMSC in 2010,0,10-14,0.05,Urban
Incident of NMSC in 2011,0,10-14,0.12,Urban
Incident of NMSC in 2012,0.24,10-14,0,Urban
Incident of NMSC in 2013,0.11,10-14,0.12,Urban
Incident of NMSC in 2014,0,10-14,0.17,Urban
Incident of NMSC in 2015,0,10-14,0.15,Urban
Incident of NMSC in 2016,0.22,10-14,0.1,Urban
Incident of NMSC in 2017,0.04,10-14,0.13,Urban
Incident of NMSC in 2018,0.08,10-14,0.08,Urban
Incident of NMSC in 2018,0-,10-14,10-14,Urban
pop,196647,10-14,2118775,Urban
case of NMSC in 2005,0,10-14,1.0593875,Urban
pop,246212,10-14,2378075,Urban
case of NMSC in 2006,0,10-14,3.0914975,Urban
pop,256582,10-14,2115986,Urban
case of NMSC in 2007,0,10-14,2.9623804,Urban
pop,320424,10-14,2376365,Urban
case of NMSC in 2008,0.9933144,10-14,1.901092,Urban
pop,384131,10-14,2642449,Urban
case of NMSC in 2009,0.9987406,10-14,2.9066939,Urban
pop,595402,10-14,3860128,Urban
case of NMSC in 2010,0,10-14,1.930064,Urban
pop,688959,10-14,4058756,Urban
case of NMSC in 2011,0,10-14,4.8705072,Urban
pop,841767,10-14,4082043,Urban
case of NMSC in 2012,2.0202408,10-14,0,Urban
pop,923346,10-14,4298465,Urban
case of NMSC in 2013,1.0156806,10-14,5.158158,Urban
pop,1275248,10-14,5735117,Urban
case of NMSC in 2014,0,10-14,9.7496989,Urban
pop,1352817,10-14,6174671,Urban
case of NMSC in 2015,0,10-14,9.2620065,Urban
pop,1851490,10-14,8149691,Urban
case of NMSC in 2016,4.073278,10-14,8.149691,Urban
pop,2253504,10-14,9467325,Urban
case of NMSC in 2017,0.9014016,10-14,12.3075225,Urban
pop,2408681,10-14,10897060,Urban
case of NMSC in 2018,1.9269448,10-14,8.717648,Urban
Incident of NMSC in 2005,0,15-19,0.13,Urban
Incident of NMSC in 2006,0,15-19,0.21,Urban
Incident of NMSC in 2007,0,15-19,0.06,Urban
Incident of NMSC in 2008,0.31,15-19,0.33,Urban
Incident of NMSC in 2009,0.26,15-19,0.03,Urban
Incident of NMSC in 2010,0,15-19,0.09,Urban
Incident of NMSC in 2011,0,15-19,0.19,Urban
Incident of NMSC in 2012,0.24,15-19,0.09,Urban
Incident of NMSC in 2013,0.11,15-19,0.07,Urban
Incident of NMSC in 2014,0,15-19,0.13,Urban
Incident of NMSC in 2015,0,15-19,0.22,Urban
Incident of NMSC in 2016,0.22,15-19,0.12,Urban
Incident of NMSC in 2017,0.04,15-19,0.24,Urban
Incident of NMSC in 2018,0.08,15-19,0.16,Urban
Incident of NMSC in 2018,0-,15-19,15-19,Urban
pop,196647,15-19,3107960,Urban
case of NMSC in 2005,0,15-19,4.040348,Urban
pop,246212,15-19,3303648,Urban
case of NMSC in 2006,0,15-19,6.9376608,Urban
pop,256582,15-19,3116729,Urban
case of NMSC in 2007,0,15-19,1.8700374,Urban
pop,320424,15-19,3290178,Urban
case of NMSC in 2008,0.9933144,15-19,10.8575874,Urban
pop,384131,15-19,3526101,Urban
case of NMSC in 2009,0.9987406,15-19,1.0578303,Urban
pop,595402,15-19,4565411,Urban
case of NMSC in 2010,0,15-19,4.1088699,Urban
pop,688959,15-19,4822662,Urban
case of NMSC in 2011,0,15-19,9.1630578,Urban
pop,841767,15-19,5401778,Urban
case of NMSC in 2012,2.0202408,15-19,4.8616002,Urban
pop,923346,15-19,5806288,Urban
case of NMSC in 2013,1.0156806,15-19,4.0644016,Urban
pop,1275248,15-19,7421242,Urban
case of NMSC in 2014,0,15-19,9.6476146,Urban
pop,1352817,15-19,7672481,Urban
case of NMSC in 2015,0,15-19,16.8794582,Urban
pop,1851490,15-19,9641279,Urban
case of NMSC in 2016,4.073278,15-19,11.5695348,Urban
pop,2253504,15-19,10298582,Urban
case of NMSC in 2017,0.9014016,15-19,24.7165968,Urban
pop,2408681,15-19,11359200,Urban
case of NMSC in 2018,1.9269448,15-19,18.17472,Urban
Incident of NMSC in 2005,0,20-24,0.13,Urban
Incident of NMSC in 2006,0,20-24,0.12,Urban
Incident of NMSC in 2007,0,20-24,0.22,Urban
Incident of NMSC in 2008,0.31,20-24,0.21,Urban
Incident of NMSC in 2009,0.26,20-24,0.12,Urban
Incident of NMSC in 2010,0,20-24,0.13,Urban
Incident of NMSC in 2011,0,20-24,0.22,Urban
Incident of NMSC in 2012,0.24,20-24,0.25,Urban
Incident of NMSC in 2013,0.11,20-24,0.14,Urban
Incident of NMSC in 2014,0,20-24,0.2,Urban
Incident of NMSC in 2015,0,20-24,0.14,Urban
Incident of NMSC in 2016,0.22,20-24,0.14,Urban
Incident of NMSC in 2017,0.04,20-24,0.23,Urban
Incident of NMSC in 2018,0.08,20-24,0.16,Urban
Incident of NMSC in 2018,0-,20-24,20-24,Urban
pop,196647,20-24,3716148,Urban
case of NMSC in 2005,0,20-24,4.8309924,Urban
pop,246212,20-24,4067948,Urban
case of NMSC in 2006,0,20-24,4.8815376,Urban
pop,256582,20-24,4129958,Urban
case of NMSC in 2007,0,20-24,9.0859076,Urban
pop,320424,20-24,4664290,Urban
case of NMSC in 2008,0.9933144,20-24,9.795009,Urban
pop,384131,20-24,5203648,Urban
case of NMSC in 2009,0.9987406,20-24,6.2443776,Urban
pop,595402,20-24,6802799,Urban
case of NMSC in 2010,0,20-24,8.8436387,Urban
pop,688959,20-24,6883369,Urban
case of NMSC in 2011,0,20-24,15.1434118,Urban
pop,841767,20-24,8120890,Urban
case of NMSC in 2012,2.0202408,20-24,20.302225,Urban
pop,923346,20-24,8703488,Urban
case of NMSC in 2013,1.0156806,20-24,12.1848832,Urban
pop,1275248,20-24,10996282,Urban
case of NMSC in 2014,0,20-24,21.992564,Urban
pop,1352817,20-24,10931136,Urban
case of NMSC in 2015,0,20-24,15.3035904,Urban
pop,1851490,20-24,13124739,Urban
case of NMSC in 2016,4.073278,20-24,18.3746346,Urban
pop,2253504,20-24,13439991,Urban
case of NMSC in 2017,0.9014016,20-24,30.9119793,Urban
pop,2408681,20-24,14658239,Urban
case of NMSC in 2018,1.9269448,20-24,23.4531824,Urban
Incident of NMSC in 2005,0,25-29,0.33,Urban
Incident of NMSC in 2006,0,25-29,0.36,Urban
Incident of NMSC in 2007,0,25-29,0.42,Urban
Incident of NMSC in 2008,0.31,25-29,0.34,Urban
Incident of NMSC in 2009,0.26,25-29,0.42,Urban
Incident of NMSC in 2010,0,25-29,0.23,Urban
Incident of NMSC in 2011,0,25-29,0.211,Urban
Incident of NMSC in 2012,0.24,25-29,0.28,Urban
Incident of NMSC in 2013,0.11,25-29,0.27,Urban
Incident of NMSC in 2014,0,25-29,0.24,Urban
Incident of NMSC in 2015,0,25-29,0.37,Urban
Incident of NMSC in 2016,0.22,25-29,0.31,Urban
Incident of NMSC in 2017,0.04,25-29,0.28,Urban
Incident of NMSC in 2018,0.08,25-29,0.31,Urban
Incident of NMSC in 2018,0-,25-29,25-29,Urban
pop,196647,25-29,3016827,Urban
case of NMSC in 2005,0,25-29,9.9555291,Urban
pop,246212,25-29,3640345,Urban
case of NMSC in 2006,0,25-29,13.105242,Urban
pop,256582,25-29,3561238,Urban
case of NMSC in 2007,0,25-29,14.9571996,Urban
pop,320424,25-29,4390705,Urban
case of NMSC in 2008,0.9933144,25-29,14.928397,Urban
pop,384131,25-29,5014122,Urban
case of NMSC in 2009,0.9987406,25-29,21.0593124,Urban
pop,595402,25-29,6983769,Urban
case of NMSC in 2010,0,25-29,16.0626687,Urban
pop,688959,25-29,7481728,Urban
case of NMSC in 2011,0,25-29,15.78644608,Urban
pop,841767,25-29,8670884,Urban
case of NMSC in 2012,2.0202408,25-29,24.2784752,Urban
pop,923346,25-29,9364450,Urban
case of NMSC in 2013,1.0156806,25-29,25.284015,Urban
pop,1275248,25-29,12064510,Urban
case of NMSC in 2014,0,25-29,28.954824,Urban
pop,1352817,25-29,12843924,Urban
case of NMSC in 2015,0,25-29,47.5225188,Urban
pop,1851490,25-29,15365949,Urban
case of NMSC in 2016,4.073278,25-29,47.6344419,Urban
pop,2253504,25-29,16221263,Urban
case of NMSC in 2017,0.9014016,25-29,45.4195364,Urban
pop,2408681,25-29,17177709,Urban
case of NMSC in 2018,1.9269448,25-29,53.2508979,Urban
Incident of NMSC in 2005,0,30-34,0.37,Urban
Incident of NMSC in 2006,0,30-34,0.16,Urban
Incident of NMSC in 2007,0,30-34,0.48,Urban
Incident of NMSC in 2008,0.31,30-34,0.68,Urban
Incident of NMSC in 2009,0.26,30-34,0.4,Urban
Incident of NMSC in 2010,0,30-34,0.46,Urban
Incident of NMSC in 2011,0,30-34,0.3,Urban
Incident of NMSC in 2012,0.24,30-34,0.49,Urban
Incident of NMSC in 2013,0.11,30-34,0.44,Urban
Incident of NMSC in 2014,0,30-34,0.39,Urban
Incident of NMSC in 2015,0,30-34,0.46,Urban
Incident of NMSC in 2016,0.22,30-34,0.45,Urban
Incident of NMSC in 2017,0.04,30-34,0.52,Urban
Incident of NMSC in 2018,0.08,30-34,0.5,Urban
Incident of NMSC in 2018,0-,30-34,30-34,Urban
pop,196647,30-34,3250134,Urban
case of NMSC in 2005,0,30-34,12.0254958,Urban
pop,246212,30-34,3712692,Urban
case of NMSC in 2006,0,30-34,5.9403072,Urban
pop,256582,30-34,3302827,Urban
case of NMSC in 2007,0,30-34,15.8535696,Urban
pop,320424,30-34,3807575,Urban
case of NMSC in 2008,0.9933144,30-34,25.89151,Urban
pop,384131,30-34,4284268,Urban
case of NMSC in 2009,0.9987406,30-34,17.137072,Urban
pop,595402,30-34,6239770,Urban
case of NMSC in 2010,0,30-34,28.702942,Urban
pop,688959,30-34,6978345,Urban
case of NMSC in 2011,0,30-34,20.935035,Urban
pop,841767,30-34,8227366,Urban
case of NMSC in 2012,2.0202408,30-34,40.3140934,Urban
pop,923346,30-34,9071652,Urban
case of NMSC in 2013,1.0156806,30-34,39.9152688,Urban
pop,1275248,30-34,11670562,Urban
case of NMSC in 2014,0,30-34,45.5151918,Urban
pop,1352817,30-34,12617080,Urban
case of NMSC in 2015,0,30-34,58.038568,Urban
pop,1851490,30-34,15194692,Urban
case of NMSC in 2016,4.073278,30-34,68.376114,Urban
pop,2253504,30-34,16663399,Urban
case of NMSC in 2017,0.9014016,30-34,86.6496748,Urban
pop,2408681,30-34,18467999,Urban
case of NMSC in 2018,1.9269448,30-34,92.339995,Urban
Incident of NMSC in 2005,0,35-39,0.82,Urban
Incident of NMSC in 2006,0,35-39,0.72,Urban
Incident of NMSC in 2007,0,35-39,0.6,Urban
Incident of NMSC in 2008,0.31,35-39,0.74,Urban
Incident of NMSC in 2009,0.26,35-39,0.45,Urban
Incident of NMSC in 2010,0,35-39,0.6,Urban
Incident of NMSC in 2011,0,35-39,0.76,Urban
Incident of NMSC in 2012,0.24,35-39,0.65,Urban
Incident of NMSC in 2013,0.11,35-39,0.62,Urban
Incident of NMSC in 2014,0,35-39,0.6,Urban
Incident of NMSC in 2015,0,35-39,0.72,Urban
Incident of NMSC in 2016,0.22,35-39,0.59,Urban
Incident of NMSC in 2017,0.04,35-39,0.62,Urban
Incident of NMSC in 2018,0.08,35-39,0.64,Urban
Incident of NMSC in 2018,0-,35-39,35-39,Urban
pop,196647,35-39,3419743,Urban
case of NMSC in 2005,0,35-39,28.0418926,Urban
pop,246212,35-39,4144736,Urban
case of NMSC in 2006,0,35-39,29.8420992,Urban
pop,256582,35-39,3984412,Urban
case of NMSC in 2007,0,35-39,23.906472,Urban
pop,320424,35-39,4471333,Urban
case of NMSC in 2008,0.9933144,35-39,33.0878642,Urban
pop,384131,35-39,4879194,Urban
case of NMSC in 2009,0.9987406,35-39,21.956373,Urban
pop,595402,35-39,6843382,Urban
case of NMSC in 2010,0,35-39,41.060292,Urban
pop,688959,35-39,7275155,Urban
case of NMSC in 2011,0,35-39,55.291178,Urban
pop,841767,35-39,8033476,Urban
case of NMSC in 2012,2.0202408,35-39,52.217594,Urban
pop,923346,35-39,8690950,Urban
case of NMSC in 2013,1.0156806,35-39,53.88389,Urban
pop,1275248,35-39,11256245,Urban
case of NMSC in 2014,0,35-39,67.53747,Urban
pop,1352817,35-39,11997918,Urban
case of NMSC in 2015,0,35-39,86.3850096,Urban
pop,1851490,35-39,15331675,Urban
case of NMSC in 2016,4.073278,35-39,90.4568825,Urban
pop,2253504,35-39,17135841,Urban
case of NMSC in 2017,0.9014016,35-39,106.2422142,Urban
pop,2408681,35-39,19162520,Urban
case of NMSC in 2018,1.9269448,35-39,122.640128,Urban
Incident of NMSC in 2005,0,40-44,1.23,Urban
Incident of NMSC in 2006,0,40-44,1.35,Urban
Incident of NMSC in 2007,0,40-44,1.1,Urban
Incident of NMSC in 2008,0.31,40-44,0.96,Urban
Incident of NMSC in 2009,0.26,40-44,0.77,Urban
Incident of NMSC in 2010,0,40-44,0.93,Urban
Incident of NMSC in 2011,0,40-44,0.82,Urban
Incident of NMSC in 2012,0.24,40-44,0.93,Urban
Incident of NMSC in 2013,0.11,40-44,1.02,Urban
Incident of NMSC in 2014,0,40-44,0.97,Urban
Incident of NMSC in 2015,0,40-44,1.05,Urban
Incident of NMSC in 2016,0.22,40-44,0.88,Urban
Incident of NMSC in 2017,0.04,40-44,0.96,Urban
Incident of NMSC in 2018,0.08,40-44,0.8,Urban
Incident of NMSC in 2018,0-,40-44,40-44,Urban
pop,196647,40-44,3907878,Urban
case of NMSC in 2005,0,40-44,48.0668994,Urban
pop,246212,40-44,4445006,Urban
case of NMSC in 2006,0,40-44,60.007581,Urban
pop,256582,40-44,4168116,Urban
case of NMSC in 2007,0,40-44,45.849276,Urban
pop,320424,40-44,4458786,Urban
case of NMSC in 2008,0.9933144,40-44,42.8043456,Urban
pop,384131,40-44,4805714,Urban
case of NMSC in 2009,0.9987406,40-44,37.0039978,Urban
pop,595402,40-44,6788656,Urban
case of NMSC in 2010,0,40-44,63.1345008,Urban
pop,688959,40-44,7568451,Urban
case of NMSC in 2011,0,40-44,62.0612982,Urban
pop,841767,40-44,8927869,Urban
case of NMSC in 2012,2.0202408,40-44,83.0291817,Urban
pop,923346,40-44,9907464,Urban
case of NMSC in 2013,1.0156806,40-44,101.0561328,Urban
pop,1275248,40-44,12519440,Urban
case of NMSC in 2014,0,40-44,121.438568,Urban
pop,1352817,40-44,12952773,Urban
case of NMSC in 2015,0,40-44,136.0041165,Urban
pop,1851490,40-44,15878586,Urban
case of NMSC in 2016,4.073278,40-44,139.7315568,Urban
pop,2253504,40-44,17062350,Urban
case of NMSC in 2017,0.9014016,40-44,163.79856,Urban
pop,2408681,40-44,18676972,Urban
case of NMSC in 2018,1.9269448,40-44,149.415776,Urban
Incident of NMSC in 2005,0,45-49,1.53,Urban
Incident of NMSC in 2006,0,45-49,1.24,Urban
Incident of NMSC in 2007,0,45-49,1.6,Urban
Incident of NMSC in 2008,0.31,45-49,1.42,Urban
Incident of NMSC in 2009,0.26,45-49,1.24,Urban
Incident of NMSC in 2010,0,45-49,1.23,Urban
Incident of NMSC in 2011,0,45-49,1.34,Urban
Incident of NMSC in 2012,0.24,45-49,1.59,Urban
Incident of NMSC in 2013,0.11,45-49,1.23,Urban
Incident of NMSC in 2014,0,45-49,1.3,Urban
Incident of NMSC in 2015,0,45-49,1.46,Urban
Incident of NMSC in 2016,0.22,45-49,1.22,Urban
Incident of NMSC in 2017,0.04,45-49,1.43,Urban
Incident of NMSC in 2018,0.08,45-49,1.37,Urban
Incident of NMSC in 2018,0-,45-49,45-49,Urban
pop,196647,45-49,3793112,Urban
case of NMSC in 2005,0,45-49,58.0346136,Urban
pop,246212,45-49,4123887,Urban
case of NMSC in 2006,0,45-49,51.1361988,Urban
pop,256582,45-49,3823936,Urban
case of NMSC in 2007,0,45-49,61.182976,Urban
pop,320424,45-49,4593490,Urban
case of NMSC in 2008,0.9933144,45-49,65.227558,Urban
pop,384131,45-49,5095806,Urban
case of NMSC in 2009,0.9987406,45-49,63.1879944,Urban
pop,595402,45-49,7063029,Urban
case of NMSC in 2010,0,45-49,86.8752567,Urban
pop,688959,45-49,7754987,Urban
case of NMSC in 2011,0,45-49,103.9168258,Urban
pop,841767,45-49,8809992,Urban
case of NMSC in 2012,2.0202408,45-49,140.0788728,Urban
pop,923346,45-49,9603439,Urban
case of NMSC in 2013,1.0156806,45-49,118.1222997,Urban
pop,1275248,45-49,12252736,Urban
case of NMSC in 2014,0,45-49,159.285568,Urban
pop,1352817,45-49,13175990,Urban
case of NMSC in 2015,0,45-49,192.369454,Urban
pop,1851490,45-49,17148615,Urban
case of NMSC in 2016,4.073278,45-49,209.213103,Urban
pop,2253504,45-49,19186102,Urban
case of NMSC in 2017,0.9014016,45-49,274.3612586,Urban
pop,2408681,45-49,21022330,Urban
case of NMSC in 2018,1.9269448,45-49,288.005921,Urban
Incident of NMSC in 2005,0,50-54,2.01,Urban
Incident of NMSC in 2006,0,50-54,2.02,Urban
Incident of NMSC in 2007,0,50-54,2.28,Urban
Incident of NMSC in 2008,0.31,50-54,2.43,Urban
Incident of NMSC in 2009,0.26,50-54,1.87,Urban
Incident of NMSC in 2010,0,50-54,1.95,Urban
Incident of NMSC in 2011,0,50-54,1.81,Urban
Incident of NMSC in 2012,0.24,50-54,2.38,Urban
Incident of NMSC in 2013,0.11,50-54,1.92,Urban
Incident of NMSC in 2014,0,50-54,2.24,Urban
Incident of NMSC in 2015,0,50-54,2.24,Urban
Incident of NMSC in 2016,0.22,50-54,2.7,Urban
Incident of NMSC in 2017,0.04,50-54,2.47,Urban
Incident of NMSC in 2018,0.08,50-54,2.14,Urban
Incident of NMSC in 2018,0-,50-54,50-54,Urban
pop,196647,50-54,3177116,Urban
case of NMSC in 2005,0,50-54,63.8600316,Urban
pop,246212,50-54,3754525,Urban
case of NMSC in 2006,0,50-54,75.841405,Urban
pop,256582,50-54,3730955,Urban
case of NMSC in 2007,0,50-54,85.065774,Urban
pop,320424,50-54,4562163,Urban
case of NMSC in 2008,0.9933144,50-54,110.8605609,Urban
pop,384131,50-54,4766326,Urban
case of NMSC in 2009,0.9987406,50-54,89.1302962,Urban
pop,595402,50-54,6244556,Urban
case of NMSC in 2010,0,50-54,121.768842,Urban
pop,688959,50-54,6577453,Urban
case of NMSC in 2011,0,50-54,119.0518993,Urban
pop,841767,50-54,7386623,Urban
case of NMSC in 2012,2.0202408,50-54,175.8016274,Urban
pop,923346,50-54,8401497,Urban
case of NMSC in 2013,1.0156806,50-54,161.3087424,Urban
pop,1275248,50-54,10961070,Urban
case of NMSC in 2014,0,50-54,245.527968,Urban
pop,1352817,50-54,12160461,Urban
case of NMSC in 2015,0,50-54,272.3943264,Urban
pop,1851490,50-54,14778468,Urban
case of NMSC in 2016,4.073278,50-54,399.018636,Urban
pop,2253504,50-54,16323797,Urban
case of NMSC in 2017,0.9014016,50-54,403.1977859,Urban
pop,2408681,50-54,17586441,Urban
case of NMSC in 2018,1.9269448,50-54,376.3498374,Urban
Incident of NMSC in 2005,0,55-59,3.18,Urban
Incident of NMSC in 2006,0,55-59,2.78,Urban
Incident of NMSC in 2007,0,55-59,3.54,Urban
Incident of NMSC in 2008,0.31,55-59,3.92,Urban
Incident of NMSC in 2009,0.26,55-59,3.15,Urban
Incident of NMSC in 2010,0,55-59,3.1,Urban
Incident of NMSC in 2011,0,55-59,3.43,Urban
Incident of NMSC in 2012,0.24,55-59,3.47,Urban
Incident of NMSC in 2013,0.11,55-59,3.24,Urban
Incident of NMSC in 2014,0,55-59,3.06,Urban
Incident of NMSC in 2015,0,55-59,3.68,Urban
Incident of NMSC in 2016,0.22,55-59,3.05,Urban
Incident of NMSC in 2017,0.04,55-59,3.12,Urban
Incident of NMSC in 2018,0.08,55-59,3.32,Urban
Incident of NMSC in 2018,0-,55-59,55-59,Urban
pop,196647,55-59,2170410,Urban
case of NMSC in 2005,0,55-59,69.019038,Urban
pop,246212,55-59,2590995,Urban
case of NMSC in 2006,0,55-59,72.029661,Urban
pop,256582,55-59,2625116,Urban
case of NMSC in 2007,0,55-59,92.9291064,Urban
pop,320424,55-59,3392635,Urban
case of NMSC in 2008,0.9933144,55-59,132.991292,Urban
pop,384131,55-59,3867286,Urban
case of NMSC in 2009,0.9987406,55-59,121.819509,Urban
pop,595402,55-59,5491662,Urban
case of NMSC in 2010,0,55-59,170.241522,Urban
pop,688959,55-59,6412883,Urban
case of NMSC in 2011,0,55-59,219.9618869,Urban
pop,841767,55-59,7729168,Urban
case of NMSC in 2012,2.0202408,55-59,268.2021296,Urban
pop,923346,55-59,8772903,Urban
case of NMSC in 2013,1.0156806,55-59,284.2420572,Urban
pop,1275248,55-59,10631745,Urban
case of NMSC in 2014,0,55-59,325.331397,Urban
pop,1352817,55-59,10880355,Urban
case of NMSC in 2015,0,55-59,400.397064,Urban
pop,1851490,55-59,13071712,Urban
case of NMSC in 2016,4.073278,55-59,398.687216,Urban
pop,2253504,55-59,13891567,Urban
case of NMSC in 2017,0.9014016,55-59,433.4168904,Urban
pop,2408681,55-59,15765361,Urban
case of NMSC in 2018,1.9269448,55-59,523.4099852,Urban
Incident of NMSC in 2005,0,60-64,4.68,Urban
Incident of NMSC in 2006,0,60-64,4.32,Urban
Incident of NMSC in 2007,0,60-64,4.55,Urban
Incident of NMSC in 2008,0.31,60-64,5.33,Urban
Incident of NMSC in 2009,0.26,60-64,4.93,Urban
Incident of NMSC in 2010,0,60-64,5.08,Urban
Incident of NMSC in 2011,0,60-64,5.16,Urban
Incident of NMSC in 2012,0.24,60-64,5.46,Urban
Incident of NMSC in 2013,0.11,60-64,5.13,Urban
Incident of NMSC in 2014,0,60-64,5.98,Urban
Incident of NMSC in 2015,0,60-64,5.35,Urban
Incident of NMSC in 2016,0.22,60-64,5.29,Urban
Incident of NMSC in 2017,0.04,60-64,5.45,Urban
Incident of NMSC in 2018,0.08,60-64,5.8,Urban
Incident of NMSC in 2018,0-,60-64,60-64,Urban
pop,196647,60-64,1579718,Urban
case of NMSC in 2005,0,60-64,73.9308024,Urban
pop,246212,60-64,1896558,Urban
case of NMSC in 2006,0,60-64,81.9313056,Urban
pop,256582,60-64,1888634,Urban
case of NMSC in 2007,0,60-64,85.932847,Urban
pop,320424,60-64,2384913,Urban
case of NMSC in 2008,0.9933144,60-64,127.1158629,Urban
pop,384131,60-64,2676971,Urban
case of NMSC in 2009,0.9987406,60-64,131.9746703,Urban
pop,595402,60-64,3761637,Urban
case of NMSC in 2010,0,60-64,191.0911596,Urban
pop,688959,60-64,4457196,Urban
case of NMSC in 2011,0,60-64,229.9913136,Urban
pop,841767,60-64,5380756,Urban
case of NMSC in 2012,2.0202408,60-64,293.7892776,Urban
pop,923346,60-64,6357947,Urban
case of NMSC in 2013,1.0156806,60-64,326.1626811,Urban
pop,1275248,60-64,8410046,Urban
case of NMSC in 2014,0,60-64,502.9207508,Urban
pop,1352817,60-64,9368698,Urban
case of NMSC in 2015,0,60-64,501.225343,Urban
pop,1851490,60-64,11910003,Urban
case of NMSC in 2016,4.073278,60-64,630.0391587,Urban
pop,2253504,60-64,13531239,Urban
case of NMSC in 2017,0.9014016,60-64,737.4525255,Urban
pop,2408681,60-64,14871872,Urban
case of NMSC in 2018,1.9269448,60-64,862.568576,Urban
Incident of NMSC in 2005,0,65-69,6.65,Urban
Incident of NMSC in 2006,0,65-69,5.55,Urban
Incident of NMSC in 2007,0,65-69,6.39,Urban
Incident of NMSC in 2008,0.31,65-69,7.02,Urban
Incident of NMSC in 2009,0.26,65-69,6.31,Urban
Incident of NMSC in 2010,0,65-69,6.26,Urban
Incident of NMSC in 2011,0,65-69,6.82,Urban
Incident of NMSC in 2012,0.24,65-69,8.44,Urban
Incident of NMSC in 2013,0.11,65-69,7.28,Urban
Incident of NMSC in 2014,0,65-69,7.56,Urban
Incident of NMSC in 2015,0,65-69,7.74,Urban
Incident of NMSC in 2016,0.22,65-69,7.83,Urban
Incident of NMSC in 2017,0.04,65-69,8.14,Urban
Incident of NMSC in 2018,0.08,65-69,8.07,Urban
Incident of NMSC in 2018,0-,65-69,65-69,Urban
pop,196647,65-69,1578770,Urban
case of NMSC in 2005,0,65-69,104.988205,Urban
pop,246212,65-69,1766583,Urban
case of NMSC in 2006,0,65-69,98.0453565,Urban
pop,256582,65-69,1658869,Urban
case of NMSC in 2007,0,65-69,106.0017291,Urban
pop,320424,65-69,1851792,Urban
case of NMSC in 2008,0.9933144,65-69,129.9957984,Urban
pop,384131,65-69,1964822,Urban
case of NMSC in 2009,0.9987406,65-69,123.9802682,Urban
pop,595402,65-69,2700579,Urban
case of NMSC in 2010,0,65-69,169.0562454,Urban
pop,688959,65-69,3094084,Urban
case of NMSC in 2011,0,65-69,211.0165288,Urban
pop,841767,65-69,3603545,Urban
case of NMSC in 2012,2.0202408,65-69,304.139198,Urban
pop,923346,65-69,4218575,Urban
case of NMSC in 2013,1.0156806,65-69,307.11226,Urban
pop,1275248,65-69,5702607,Urban
case of NMSC in 2014,0,65-69,431.1170892,Urban
